ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck487knluxtpl0782tvemsy9b,ck4855fi7bt0x0enrh3zse3xo,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Ff46b14d4-e07e-fe5f-87ec-14d10cc964f3-217.jpg?Expires=1578383880564&KeyName=labelbox-assets-key-1&Signature=EcYVUW58csoWatX8sM15wyc8Eno,"{""objects"":[{""featureId"":""ck487km21005f0y933hd53udc"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi7bt0x0enrh3zse3xo/0?feature=ck487km21005f0y933hd53udc&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576486862000,1576486862000,14.881,217.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487knluxtpl0782tvemsy9b
ck487mz6f7vow0804ag8kzemb,ck4855fi9bt4h0enr2ic43mbs,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F96439bba-7243-1abb-295f-90aa6bf73c4b-249.jpg?Expires=1578383880564&KeyName=labelbox-assets-key-1&Signature=bWj9bFGGHmmWuK27xgWL38qiX0c,"{""objects"":[{""featureId"":""ck487my5b000n0y6be9uzvg7t"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi9bt4h0enr2ic43mbs/0?feature=ck487my5b000n0y6be9uzvg7t&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576486970000,1576486970000,7.857,249.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487mz6f7vow0804ag8kzemb
ck487ngxl7vyz0804kv83pjyi,ck4855figbt810enr32db3crb,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Fd4546bff-aabd-908b-45db-ab48cd2b7420-282.jpg?Expires=1578383880564&KeyName=labelbox-assets-key-1&Signature=QY5FsXiTJiRuYPa0AGOcYNHFUyU,"{""objects"":[{""featureId"":""ck487nff0005o0y93v3mdic01"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855figbt810enr32db3crb/0?feature=ck487nff0005o0y93v3mdic01&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576486993000,1576486993000,11.343,282.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487ngxl7vyz0804kv83pjyi
ck487nx9vrkd80a47k5s9i876,ck4855fhibsfl0enr0tn7bmnv,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F971ee0ba-19bd-2d0b-1fe0-3fb8cd3f71a3-16.jpg?Expires=1578383880564&KeyName=labelbox-assets-key-1&Signature=gH7yp0nrO6I_pgZIFAwY6h5lw-8,"{""objects"":[{""featureId"":""ck487nvx2000r0y6blymz7bf3"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhibsfl0enr0tn7bmnv/0?feature=ck487nvx2000r0y6blymz7bf3&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487014000,1576487014000,10.452,16.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487nx9vrkd80a47k5s9i876
ck487oauotrqw0886lzsuzslp,ck4855fhnbsj50enr7we0bt3d,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F371a4dad-2b21-0a91-4224-f7eb88f224c9-48.jpg?Expires=1578383880564&KeyName=labelbox-assets-key-1&Signature=hUUpY_5dOLARTgowtjCZPZPMAfc,"{""objects"":[{""featureId"":""ck487o9cw005s0y935s36trub"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhnbsj50enr7we0bt3d/0?feature=ck487o9cw005s0y935s36trub&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487032000,1576487032000,12.954,48.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487oauotrqw0886lzsuzslp
ck487olx4rkox0a47ousg28b0,ck4855fhubsmp0enr1dtfa08b,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Fc0b0bcc7-5c88-76bb-53bc-fa70515fd77c-80.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=XlK4uOPvYW8LeQX7JbyrsujFQos,"{""objects"":[{""featureId"":""ck487ojqp005u0y93dg2cfsuf"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhubsmp0enr1dtfa08b/0?feature=ck487ojqp005u0y93dg2cfsuf&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487046000,1576487046000,6.911,80.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487olx4rkox0a47ousg28b0
ck487p8kwxw2t0782mrxnckdl,ck4855fhwbsq90enrewnvg7ny,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Fd2ce9914-0fff-0a67-1aae-8fcba438cc83-112.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=o7uiurW-tBY6LHnqjJYywqQtymE,"{""objects"":[{""featureId"":""ck487p7ca026v0y7me22t497h"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhwbsq90enrewnvg7ny/0?feature=ck487p7ca026v0y7me22t497h&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487076000,1576487076000,12.439,112.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487p8kwxw2t0782mrxnckdl
ck487pt5wzmx40800m8vsppjb,ck4855fhybstt0enr1np7ai7y,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F2d4d4efd-106b-17a2-dc30-c8dddd22a362-144.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=WiINRRWIrRbVwmjtIJRMrdmbp5U,"{""objects"":[{""featureId"":""ck487prte000w0y6betqxyc8i"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhybstt0enr1np7ai7y/0?feature=ck487prte000w0y6betqxyc8i&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487102000,1576487102000,16.126,144.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487pt5wzmx40800m8vsppjb
ck487q6t9zn3l0800ylnn062e,ck4855fi5bsxd0enr76bu3olo,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Ff9e2fd14-9102-f061-8497-d2dbccfc269f-176.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=NeCISGZkT72P1Ftmdj0KLeApkHk,"{""objects"":[{""featureId"":""ck487q5gf00630y93hcawtx4x"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi5bsxd0enr76bu3olo/0?feature=ck487q5gf00630y93hcawtx4x&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487120000,1576487120000,10.532,176.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487q6t9zn3l0800ylnn062e
ck487qm5v1af20877creho49y,ck4855fi7bt190enr0lzvcnvp,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Ff6ba4ed6-c648-53c7-7b2b-180f071593cf-220.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=eeHtKo_aPjpzENQvwH2RiN8qvW4,"{""objects"":[{""featureId"":""ck487qkqq00660y93irws657g"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi7bt190enr0lzvcnvp/0?feature=ck487qkqq00660y93irws657g&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487140000,1576487140000,15.469,220.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487qm5v1af20877creho49y
ck487qve5xwq807821oo7yg0c,ck4855fi9bt4t0enrff2z0u11,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Fe7ef1ac0-a630-ce29-af68-7d9e024990fd-252.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=LLAXVCbF2ZFiGPXWsoMLlJWHkK8,"{""objects"":[{""featureId"":""ck487qu74022b10axllwlyb1j"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi9bt4t0enrff2z0u11/0?feature=ck487qu74022b10axllwlyb1j&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487152000,1576487152000,7.444,252.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487qve5xwq807821oo7yg0c
ck487re9p7xl20804g6sb0pkb,ck4855figbt8d0enr5s9l7fit,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F6be99b4b-cf0e-2f17-5178-561e0b708f50-285.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=kYmkccjgEAl-8taPDiejUZA_M5Q,"{""objects"":[{""featureId"":""ck487rcrz027g0y7mpmjig6ot"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855figbt8d0enr5s9l7fit/0?feature=ck487rcrz027g0y7mpmjig6ot&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487176000,1576487176000,20.738,285.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487re9p7xl20804g6sb0pkb
ck487rsvf1au108770b58rz21,ck4855fhjbsfx0enr3p0cgo43,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F255d0557-ed79-5a73-5f15-569bbb8d581e-19.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=khCKOXMuTW7uIWSojKDKAw6fqVg,"{""objects"":[{""featureId"":""ck487rr0d027m0y7msbvphqb7"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhjbsfx0enr3p0cgo43/0?feature=ck487rr0d027m0y7msbvphqb7&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487195000,1576487195000,13.92,19.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487rsvf1au108770b58rz21
ck487s7tarm8y0a478i65y4xu,ck4855fhnbsjh0enr2l7vbe6k,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F174980f8-83e4-8d9f-f36c-bc19d62061d7-51.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=8mtwdDLNVDoueN342VAkYaeiNoo,"{""objects"":[{""featureId"":""ck487s673006j0y93hvrmjm5e"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhnbsjh0enr2l7vbe6k/0?feature=ck487s673006j0y93hvrmjm5e&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487214000,1576487214000,14.208,51.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487s7tarm8y0a478i65y4xu
ck487sl5yxxe60782tzoum1re,ck4855fhvbsn10enr69vuamm4,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F4ec6a74c-3cb8-7e00-2584-701c9abb7999-83.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=khWLVGDUKHfSY_MbR8t9GOcyT30,"{""objects"":[{""featureId"":""ck487sjln006n0y93ceaphucu"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhvbsn10enr69vuamm4/0?feature=ck487sjln006n0y93ceaphucu&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487232000,1576487232000,12.517,83.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487sl5yxxe60782tzoum1re
ck487suv9xxhr078238iulu6u,ck4855fhxbsql0enrdybr004d,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F451083c8-24b3-fd46-44b7-01ec7c1ffb5f-115.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=ucHd_QC0E9N0fOR-DQhWcnMOvUw,"{""objects"":[{""featureId"":""ck487stew027v0y7ms3koeadp"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhxbsql0enrdybr004d/0?feature=ck487stew027v0y7ms3koeadp&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487244000,1576487244000,7.805,115.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487suv9xxhr078238iulu6u
ck487t4iyrmko0a47n2nkml9i,ck4855fhybsu50enr94x1a7m1,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2Fd44a6c42-065b-c341-03ba-7592341b4033-147.jpg?Expires=1578383880565&KeyName=labelbox-assets-key-1&Signature=im3WE0RMpQc0Fefa6_5JGw5I1yw,"{""objects"":[{""featureId"":""ck487t3dn02820y7mpjei3p39"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fhybsu50enr94x1a7m1/0?feature=ck487t3dn02820y7mpjei3p39&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487257000,1576487257000,7.989,147.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487t4iyrmko0a47n2nkml9i
ck487tstwtu4a0886gw05n9uv,ck4855fi5bsxp0enr8xv5f389,https://storage.labelbox.com/ck481v3v7504r0804zv26y6kv%2F5e8efaa7-ed77-7972-1df1-98682cc6f9ed-179.jpg?Expires=1578383880566&KeyName=labelbox-assets-key-1&Signature=h4F3E1CqCzabr4tVt31CBlXktOU,"{""objects"":[{""featureId"":""ck487tgbg02910y7mjj6v2o8f"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi5bsxp0enr8xv5f389/0?feature=ck487tgbg02910y7mjj6v2o8f&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""},{""featureId"":""ck487tqlr023310ax2coejdqy"",""schemaId"":""ck485ayl86pps0804nltwrrya"",""title"":""hvac"",""value"":""hvac"",""color"":""#FF8000"",""instanceURI"":""https://api.labelbox.com/masks/ck481xxdcv0at0782un491ij5/ck481v3vvqv9i0886qqap4xew/ck4855fi5bsxp0enr8xv5f389/0?feature=ck487tqlr023310ax2coejdqy&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazQ4MXYzdnZxdjlpMDg4NnFxYXA0eGV3Iiwib3JnYW5pemF0aW9uSWQiOiJjazQ4MXYzdjc1MDRyMDgwNHp2MjZ5Nmt2IiwiaWF0IjoxNTc3MTc0MjgwLCJleHAiOjE1Nzk3NjYyODB9.seOlEiu629JPxEoVQCot1B8t3d9CXK6rCqtc6SlK2Vg""}],""classifications"":[]}",2muhammadazhar@gmail.com,HVAC,1576487288000,1576487288000,22.378,179.jpg,,,,,hvac units,[],https://editor.labelbox.com?project=ck481xxdcv0at0782un491ij5&label=ck487tstwtu4a0886gw05n9uv
