epoch;acc;loss;mean_absolute_error;val_acc;val_loss;val_mean_absolute_error
18;0.9773763532015547;0.007731038145720959;0.037450753367651045;0.9746329324287281;0.008752666397445034;0.038019484791316484
19;0.9783606601120839;0.007389972784355208;0.0360355183819131;0.9707047311883223;0.009878599934541342;0.03881140621869188
20;0.9787339253641253;0.007392993433185708;0.03648911664571295;0.9756028024773848;0.00884206653490924;0.03569630856968855
21;0.9785893119160255;0.007274706599925031;0.03590750889899443;0.974374068410773;0.00886164691397234;0.03745026245974658
22;0.9794905005986966;0.007108534028725558;0.03546099990007266;0.9735691003632128;0.009129007763572429;0.0365876732884269
23;0.9782027814855527;0.007373050373543672;0.03630086626089997;0.9750877514220121;0.00862875659214823;0.03639981395712024
24;0.979650066126531;0.007037735476284919;0.03552794731666694;0.974307143897341;0.008942124597205404;0.03700112401131998
25;0.9797298872291144;0.006909715281986636;0.034706709316777225;0.9734853108723959;0.008722281777871805;0.03538063080295136
26;0.9794849031534626;0.0070163356889058;0.03545417052567305;0.9693975615919682;0.010195230215526464;0.04054792944276542
27;0.9801532994562657;0.006937893617654865;0.03509324064581239;0.9766221966659814;0.00821427248516365;0.034500676452329286
28;0.9804162260275989;0.006768933161578361;0.034240663173285564;0.9735787374931469;0.00948136438729993;0.03820348615970528
29;0.9801352036059202;0.006799435992982594;0.03429205130654663;0.9771297521758497;0.008366871764066449;0.03481054338708259
30;0.9799267179402874;0.006882109272120586;0.034949422125990066;0.9764674671909266;0.008392773862732085;0.035501710090198015
31;0.9802818106646514;0.006823242674745507;0.0345856596963789;0.9699195727967379;0.009923449962546951;0.03876081935799958
32;0.9805849161579381;0.0067123931776451404;0.03406519771333615;0.9738450970566064;0.008926881575270704;0.035067188798596986
33;0.9805017212527481;0.006763122031633653;0.0344562620186626;0.976894177888569;0.00829785069646804;0.035071620423542824
34;0.980740801173838;0.006699707672636413;0.034163251247762434;0.9742712723581415;0.008754223495264325;0.03528324655142792
35;0.9809254401892273;0.006625998683329953;0.033761996869465814;0.972845244825932;0.009053319815154138;0.037656709159675394
36;0.9805779385207286;0.006778443600729707;0.034795066210717415;0.974279570997807;0.009238789715853176;0.037136098729413855
37;0.9809073443388819;0.006590677859336512;0.03335188233747554;0.976784957082648;0.008114948104903624;0.03387460880504366
38;0.9810251973981234;0.006531306118914979;0.03331080353327433;0.9735059236225329;0.009284870715387035;0.03733654464023155
39;0.9811975680403973;0.00660526344140795;0.03374581614593465;0.975363480417352;0.008375493960716483;0.0348968821038541
40;0.9809920727907113;0.006589387805580194;0.03329628384929506;0.9742212128220943;0.008941454147070385;0.03671847329589359
41;0.9804281110140547;0.006814640864786042;0.03474693582510229;0.9760544090940241;0.008309541351831796;0.034244829265956296
42;0.9808843411392902;0.0066229476916355706;0.03397202464616179;0.9704070509525767;0.0093852396678637;0.03682973791371312
43;0.9810247373341316;0.0066145285893811955;0.033446558989846525;0.9745997378700658;0.008456606483250334;0.03472765597204367
44;0.9807438682671168;0.0066313556016390045;0.03378150228354799;0.9759376927425987;0.008435744367409171;0.035769701559554064
0;0.9805413634333778;0.006707453487169503;0.03391844775976997;0.975603605571546;0.008998085573119553;0.03769303178578092
1;0.9806928011640232;0.006631898098208721;0.03368424276479674;0.9759794536389803;0.008313986031632675;0.034574509680009725
2;0.9809287373145023;0.006654740629446267;0.033896876499056816;0.9756424217893366;0.008871051617652961;0.03718532817928415
3;0.980724085515468;0.006677979998870861;0.034054202079099025;0.9710192764014528;0.009106002151639316;0.03578948781809263
4;0.9807856574130418;0.006660917226281298;0.03385461709607187;0.975223742033306;0.008512024481764488;0.03538828826787179
5;0.9809372484983512;0.006585386072767515;0.03341180926666188;0.9744605348821271;0.008836297134525682;0.03610655763431599
6;0.9808648650969692;0.006670275155511034;0.03387693374712563;0.9736301355194628;0.008631676488572307;0.035232449113799816
7;0.9805266413856392;0.006693741477483032;0.03406046761489993;0.9739259418688322;0.009128515151116932;0.0370007679846726
0;0.9808701558328753;0.0066557164098037845;0.033795969074021034;0.9746985184518915;0.009099194616602179;0.037493339494655005
1;0.9808495296305747;0.00664152082023047;0.033753893670424744;0.9763108638294956;0.008182662302268702;0.03482455479209883
2;0.9809446861995524;0.006587306339406038;0.033485891250659476;0.9751846581174616;0.008557537006900498;0.03554635073401426
3;0.9810276510727466;0.006567899248885674;0.03354203826443634;0.9724648458915844;0.008958222859195973;0.03543554449029136
4;0.9811632932730057;0.006541505637321266;0.03349752846787024;0.9748786792420504;0.008615388914844707;0.035759426849453074
5;0.9812477916928392;0.00652296215426832;0.033057231577721675;0.9720914071066338;0.008943273992228665;0.03542886713617727
6;0.9811092357539651;0.006557610427642513;0.0334556984092722;0.9755548845257676;0.008485976982404265;0.035134427935669295
7;0.9814274466816505;0.006500924146504858;0.033220561548842856;0.9744415283203125;0.008555770998722628;0.035428667375654505
8;0.980746168587076;0.006648112489752958;0.03393091607707829;0.9753003036766722;0.008467337059412609;0.03540759118633312
9;0.9814644818329931;0.006441136157542617;0.032797669055848265;0.9751519989549068;0.008220691711788899;0.034447782362500824
10;0.9811932741098068;0.006558402616942498;0.033400665800176074;0.9754113983689693;0.008448286962352301;0.03498788975309907
11;0.9810725839892823;0.006601019163414761;0.033754523150884924;0.9719570226836622;0.009503883076831698;0.03763131718886526
12;0.9811363795294834;0.006574143205146919;0.03335321670276436;0.9767940588164747;0.007863609953538367;0.03364068331817786
0;0.9810546414936008;0.006578851260722208;0.03343930979020632;0.9760999177631579;0.008575442949669403;0.03574190024090441
1;0.9812125967974639;0.006543387073892445;0.03316816617383729;0.9745464659573739;0.00865775507695058;0.035335862061433625
2;0.9812576830686637;0.006528691008415579;0.03325040142365437;0.9755302563048246;0.008638904266582247;0.03615403067516653
3;0.9814141048258872;0.00652230670207634;0.033370677597034513;0.9733201411732456;0.008922396350259843;0.03615884633179296
4;0.9814274466816505;0.006511523032645185;0.033265202507451554;0.9758453369140625;0.008446016761457972;0.03528205612510966
5;0.9812168140507224;0.006599807534975248;0.03366839116317543;0.9719730845668859;0.009167734558056844;0.0355598934060126
6;0.981420085657781;0.006453306643507588;0.032939708763593104;0.9760514644154331;0.008143594700908452;0.03400628445179839
7;0.981256609586016;0.006511353480456462;0.033111643897903026;0.9695488109923246;0.009233567643126375;0.03609405778217734
8;0.9811629098863458;0.00656255130801144;0.03334113260983822;0.972970259817023;0.008927715815636412;0.03622141558873026
0;0.9810064114517902;0.006575513075353887;0.03341167604541359;0.9730537816097862;0.008790589329835615;0.03501652668050507
0;0.9809073443388819;0.006603265828195604;0.0333456738697524;0.9757449501439145;0.00844010105356574;0.03594624166164482
1;0.9813540664749529;0.0065157483612659885;0.03331238127795596;0.973474335252193;0.008800433728059656;0.03526313429731026
2;0.9808846478486181;0.006612612249273526;0.033523384818629404;0.9718692177220395;0.009134683749850905;0.03652478251279446
3;0.9811127629112358;0.006560407308674413;0.03322970914893114;0.9740035743044134;0.00860632425419202;0.034237826602500784
4;0.9812101431228407;0.0065415004378268915;0.03344560273216298;0.9750301963404605;0.008406343694220771;0.03447233601228187
5;0.981350922704342;0.006501009961562091;0.03309830240718084;0.9721366480777138;0.008970119663628569;0.035525242062775714
6;0.9812092996721891;0.006521403287588876;0.03315989154592231;0.9720681173759594;0.008722528921472922;0.03533232558453292
0;0.981306603206462;0.006516160221124564;0.03314985271225024;0.9720643696032072;0.008940959896630886;0.03472819728286643
1;0.9810892996476523;0.006578248414215655;0.033399333194572126;0.9733530680338541;0.008683745242785989;0.03563863800413776
2;0.9807842005437343;0.006634648485652091;0.03359405687968036;0.9732845373320997;0.008696627063807427;0.03617168626372229
3;0.9812116766694802;0.0065254142224769945;0.03316908760286456;0.97428840503358;0.008550824875240786;0.034529805314122586
4;0.9814542837478407;0.006494454739980362;0.03331852625662358;0.9731680886787281;0.00911366177330676;0.036558445837152634
5;0.9814806607500393;0.006453154558297153;0.03304679075901832;0.9759904292591831;0.00801058988528032;0.03413510691832032
0;0.48155718472734765;0.016972316620899503;0.0639668237324336;0.6181386311848959;0.015812023330414503;0.0667657820801986
1;0.4844885591286511;0.013971177335763023;0.06985961833978119;0.9578683418140077;0.008737658254655176;0.08025468206196501
2;0.5016440386748194;0.008364405813898971;0.07761817534065726;0.5761410897238213;0.007270882795605678;0.06379495619943268
3;0.49722129016665356;0.005960984224565888;0.07734670587370743;0.5408086944044682;0.005645780698518808;0.06853233071926393
4;0.5151322714647456;0.0049350721351790645;0.0776452045681788;0.3731828656112939;0.004311960205852397;0.07591999524779487
5;0.49225788979075064;0.004611817240333606;0.07674651441337475;0.5580077589603892;0.0035876680748627046;0.07603688015226732
6;0.49297060559143374;0.003697451362816322;0.07658492803723368;0.557416413959704;0.0042177005252278035;0.08281812738431127
7;0.5048284482716316;0.0033152505960760068;0.07623998791765628;0.2778614780359101;0.004799631667290733;0.06673255670619638
8;0.49504549419460586;0.003119251304777016;0.07637278676669501;0.49729758814761515;0.002851134982560516;0.07309820780759319
9;0.4951964718612594;0.002576234119817914;0.07711904775819287;0.8017310426946271;0.0033202199474704173;0.07517368052350848
0;0.4943510275989322;0.004382691827126493;0.07661643628049736;0.41444075734991775;0.003654889706236294;0.07328209686174728
1;0.5067336499391488;0.0035511582332105147;0.07731864709949973;0.06825095728824013;0.00349554905449367;0.07130342333071064
2;0.4932260177842337;0.0035147734228275886;0.0758672597251795;0.37069862767269735;0.003555455710994194;0.06650845301255845
3;0.5005250863693468;0.0029404683837265795;0.07692059177212679;0.2503825405187774;0.0038217361406280184;0.06886530745970576
4;0.49703718789258794;0.002645817914791639;0.07573662677676833;0.4301690887986568;0.002640012637895875;0.06812792888989574
5;0.49845510511542085;0.0021771516220353954;0.078087302392826;0.6212201034813597;0.0025240328094489023;0.07597435791895055
6;0.5109458424937185;0.0019516520865844216;0.0763252508176032;0.6945011071991503;0.002478048496413976;0.06976714968812048
7;0.4957233218092415;0.0017508218413272677;0.07790019619629611;0.44858403791461077;0.0031770073865916124;0.0718597946525143
8;0.5001382492295462;0.001146920292182526;0.07741617168014372;0.341836226613898;0.0027898465862228094;0.07205447606873094
9;0.49862831920834644;0.0008071921842585753;0.07634206801353388;0.6404167309141996;0.002299759366443348;0.07822463896713759
10;0.5005414953183889;0.0005470536934854182;0.07762624118383506;0.5286388731839364;0.0014315399927446585;0.07429614669659682
11;0.4990018144923838;0.00047880348786898894;0.0754175965472981;0.4829074792694627;0.00274813586229197;0.07702176785913475
0;0.4994928177876688;0.026046929876296664;0.5744271529348273;0.02129957859257334
1;0.4993158081668106;0.018762985148453083;0.635844113533957;0.016662030072327246
2;0.4977792327727505;0.016747791214785233;0.7232052317836828;0.01666023572416682
3;0.4967812389584642;0.015440125877140604;0.6869328816731771;0.015501546599951229
4;0.5085716822638584;0.014559052872878673;0.6589353461014597;0.01472097431848708
5;0.4995327666776264;0.013868732483187063;0.7665964093124658;0.013683712069075881
6;0.5028396491429314;0.012941698209106473;0.83726447925233;0.012659007936650724
7;0.49822969292875513;0.012247093927452163;0.8251844038043106;0.013370582972767582
8;0.5055974644033154;0.011547567627051069;0.523486622592859;0.013618170349090769
9;0.5043533171840648;0.011185915309973248;0.7296240957159745;0.012212171717628575
10;0.5012913612864125;0.01042183822994331;0.6641151026675576;0.01181036725705653
11;0.504569336397564;0.009946766894441753;0.6926674424556264;0.011891458134510015
12;0.5041405950958405;0.009928434621542692;0.7180833649217037;0.011654372081944817
13;0.4998542747305865;0.008971163228472424;0.7237710116202372;0.012157965721072335
14;0.5073121229008813;0.009580467485977177;0.6388112787614789;0.012008818552682274
15;0.5023315851412826;0.008522382256429848;0.6358257762172765;0.01098226464206451
16;0.5059384676679295;0.008333136594325453;0.5415417855246025;0.01081969441944047
17;0.4982740507653011;0.00817976229538645;0.5836299427768641;0.010287696577347162
18;0.5113145071058417;0.008053646832423744;0.5871707849335253;0.011439040335908271
19;0.5023600516007773;0.007957434833948337;0.5478099354526453;0.010618592154953563
20;0.4988810093558613;0.00751159254498967;0.7081364414148164;0.010361591868690755
21;0.5037603905452556;0.007159316602242577;0.6667482476485403;0.012637746544848932
22;0.49886931606273555;0.007800751497931592;0.7171861079701206;0.009653195485538035
23;0.5051594643137562;0.0070459285479544395;0.7496628343013295;0.01164296578223768
24;0.502424728930296;0.006848144578986132;0.7894851283023232;0.008969426318480257
25;0.5046695345011188;0.007163987606155438;0.7429059346516927;0.012201779587357714
0;0.802943809547616;0.448193296415722;0.8970694625586794;0.2413418239407372
0;0.719297945798941;0.6430147882251434;0.6176028000681024;0.6516403150663042
1;0.7970182236714579;0.4957434798604879;0.8306033485814145;0.3064209980922833
2;0.8273610349875599;0.2685299249150645;0.7668118727834601;0.2938375280875909
3;0.8272295333632272;0.29553046669043487;0.8075146926076788;0.2548234878402007
4;0.785508582340413;0.3130628901660143;0.7914327654922217;0.23549879035144522
5;0.8252222358281888;0.28580661887424674;0.9175237354479338;0.2409610447653553
6;0.8879322358711281;0.20606502913050914;0.8694238495408443;0.2088713726322902
7;0.8461107321120985;0.20571193158458076;0.8579048357511821;0.18987554403250678
8;0.7745084618803245;0.3186734700622271;0.7380702704714056;0.23412984949454926
9;0.8101379068652589;0.26950858284405727;0.8378547199985438;0.2748900879370539
10;0.8397831365690759;0.3167213209572449;0.84750024895919;0.21683868974970097
11;0.8309067769266253;0.25815961620391314;0.8284485465601871;0.26252690545822444
12;0.7982062047450387;0.22248901593400605;0.6784620786968031;0.41695691932711687
13;0.812538932915309;0.276742421128043;0.8477942483466968;0.228526140514173
14;0.792843919303549;0.3263640452419693;0.8647555301063939;0.28171039137401077
15;0.8256092934153187;0.2805367277644987;0.7788512581273129;0.24825461287247508
16;0.820565209316848;0.27013191408547926;0.8496011767471046;0.21428401755136356
17;0.8560343986779602;0.2001004857970542;0.8479706948263603;0.19881954932944818
18;0.8064788837528708;0.24726352528037138;0.8154926969293963;0.3128545224143748
19;0.04819104180264114;0.9074838736814651;0.0;0.9364054315445716
0;0.8247086031353055;0.2375027031904489;0.7962048179224918;0.2500391697935891
1;0.8742058528727622;0.1678913677457589;0.8499735112775836;0.18503859194747188
2;0.8910044569465982;0.13843170939078883;0.7507783990157278;0.2022525817155838
3;0.9059655654370485;0.11795812837742081;0.786545335200795;0.18769929094011323
4;0.9090842050523614;0.10616570707391854;0.9113290351733827;0.1383822023084289
5;0.914159688518275;0.0977941120427158;0.8581184253358004;0.13083493559245477
6;0.9198224436697648;0.08906866596946166;0.8662434628135279;0.11686091448523496
7;0.9220723482831639;0.08456099609933307;0.8793951335706209;0.1175546120656164
8;0.9252326620284037;0.07974154138984392;0.9130483928479647;0.09889676104904267
9;0.9292466820184909;0.07247557872953127;0.8797594706217448;0.09493732034114369
10;0.928178317582787;0.07088958741582219;0.8909382067228618;0.1062354120311507
11;0.9339835583864144;0.06390197490852083;0.9060933297140557;0.09688120188289567
12;0.9298636086622075;0.06425711276692961;0.9368221885279605;0.11617530437937953
13;0.9306330273498842;0.06118563894912526;0.8979441324869791;0.1074341862348088
14;0.935047341351533;0.05661491784805329;0.9349378619277686;0.11665955633578594
15;0.9355777951341179;0.054985463900032956;0.9239234924316406;0.1144517999992036
16;0.9350341336811008;0.051029053530726;0.9260842841968202;0.14193429507053734
17;0.9392796233670795;0.04749864225636175;0.920639105010451;0.13506975180159012
18;0.9399873168025185;0.04646880145011535;0.9339335926792078;0.11330964520835039
19;0.938834338930983;0.044225427551410304;0.9309279458564624;0.13557339292999945
20;0.9389401919877709;0.04292908788251518;0.9312258937902618;0.10194741526063074
21;0.9407636939580716;0.0399054308145789;0.9292797958641722;0.12760764190502333
22;0.9385772398368797;0.039943460861791916;0.9322897927802906;0.13693467037458168
23;0.9415758794276559;0.0388709728152084;0.940200872588576;0.1480354121641109
24;0.9412965055686145;0.03651749197599576;0.9412633661638227;0.11340551316868841
25;0.9394803837915162;0.03765790559463764;0.9376939472399259;0.1327429208577725
26;0.9425063013431415;0.0340113947308393;0.9385049384936952;0.14328207111541638
27;0.9423914003611809;0.03419397276213121;0.9341546443470737;0.15899657232588843
28;0.9419118603270258;0.03245310193330199;0.9316311217190927;0.16721788171286645
29;0.9425762502392333;0.03071121152621418;0.9404701099061129;0.1474661970216977
30;0.9407610294207855;0.03188291287059011;0.9448368005585253;0.1627046552143599
31;0.940546102859267;0.030286187465166925;0.9412068149499726;0.12037367004443679
32;0.9417487293032546;0.02915287181154717;0.9317090887772409;0.15431772049908576
33;0.9414642564016371;0.027217650233800687;0.9314716406035841;0.10281799032695983
34;0.941472825093485;0.028443281496664388;0.939048030920196;0.1254125399057541
35;0.9388824922954617;0.030310737834915745;0.9382199739155016;0.14204216454374163
36;0.9436774134036884;0.02515932206232943;0.9307223537511993;0.10054378448413652
37;0.9417704098188697;0.02698759494545921;0.9429175393623218;0.1721966805492054
38;0.9445534327521397;0.023077203190169444;0.9369035018117804;0.09464672684930918
39;0.9427569020333602;0.02338245758159676;0.9375785693787692;0.10798816244003542
40;0.9424646080438815;0.023747561298235877;0.9372564616956209;0.13930560918034693
41;0.9426078604693389;0.024236092891487943;0.9384365416409677;0.11721646851092055
42;0.9425923333096144;0.02251207708245396;0.9330592908357319;0.09083408102589219
43;0.9421520137307632;0.023212095549395635;0.9424586379737184;0.06165999800718406
44;0.9411242499423387;0.023002628379749444;0.9442585058379591;0.12469791205959362
45;0.9426095090319763;0.022473318034305644;0.9329346773917215;0.125015675890864
46;0.9410589208554982;0.02360250242288463;0.9390587388423451;0.09511006141404148
47;0.9460641295466591;0.021225090775095937;0.9425898769445586;0.16203141040903957
48;0.9413168058922542;0.022379319763850027;0.9401838737621642;0.18859552518513642
49;0.942227560072089;0.021414998296330024;0.9392007526598478;0.14898026860400773
50;0.9420572980564443;0.020397479248106778;0.9396620633309347;0.16418157168255562
51;0.941370077468642;0.02090400915321468;0.9363715857790228;0.12011852644776043
52;0.9413454832144119;0.020436932562134375;0.9413753977993078;0.17691580323796524
53;0.9442505956295147;0.01924057624036044;0.9369654739112184;0.1242252233225787
54;0.943792237708317;0.019443367022889943;0.9314480831748561;0.12730678107197346
55;0.9430178925020611;0.01945887054152899;0.9414212410910088;0.16227235439184465
56;0.9413389081331953;0.018984898316425892;0.937110566256339;0.16603819352754376
57;0.9405836939212665;0.019756431132087006;0.9431117543003016;0.12311287194882568
58;0.9412550806400165;0.0189311850661571;0.940193443967585;0.16157948255146803
59;0.9444954263505025;0.016678347832630926;0.9405518247370135;0.17926015500632816
60;0.940668345695764;0.019017902783225828;0.9434675919382196;0.18300387140755592
61;0.9443141036297209;0.0187211595592674;0.9440526460346422;0.18185579489197648
62;0.9428731065299643;0.018124415167144046;0.9414893702456826;0.18086874421293797
63;0.9427253684805865;0.01729640988024635;0.940043332283957;0.19642322500677487
64;0.9417973043930591;0.017942649583758123;0.9292563053599575;0.06814077406664167
65;0.9414664608749312;0.017534884060241618;0.9375743531344229;0.1718842119893484
66;0.9420739945454814;0.016634551113256107;0.9360215036492598;0.15115653855211444
67;0.9413072020564247;0.01728724516535075;0.9343022128991914;0.10293120381079222
68;0.9396657512415594;0.018268238067458472;0.9455392402515077;0.23715532242663598
69;0.9408333936528345;0.016384142345688;0.9413311606959293;0.1756713365923548
70;0.9406944734966336;0.016947404296610073;0.9414399130302563;0.055718279051545416
71;0.9429130745892549;0.015629512386574368;0.9376744052820039;0.12307817135986529
72;0.9425133748270159;0.015321006485958345;0.9315420451917147;0.1858028862911293
73;0.9420983779370485;0.016418630699510103;0.9373112728721217;0.07755605255564053
74;0.9422461543250923;0.01620141545488457;0.9453294319018983;0.0753062255680561
75;0.9420704098802116;0.015646950046920297;0.9450615330746299;0.17168367307698518
76;0.9427994579526048;0.015348172376877698;0.9375744200589364;0.2025488979885714
77;0.9422840712657526;0.014064811893163165;0.9426003171686541;0.06146402157058841
78;0.942382639976003;0.01470218112355276;0.9379868758352179;0.13519428276636622
79;0.941056543858207;0.0169725100739143;0.9441300107721697;0.14958217374320762
80;0.9421780648543008;0.014571927696110765;0.9431146989788926;0.13104443159362858
81;0.9434047488111946;0.014137390530644799;0.9405083238032826;0.17446432653977945
82;0.9415823011542085;0.01452387771779793;0.9351090548331278;0.16355332817163384
83;0.9433134836168146;0.013930500967044327;0.9437480725740132;0.15301638320415167
84;0.9419407293425134;0.013596590201197257;0.9393662569815653;0.21469608184538388
85;0.9419602245541673;0.016015995677616728;0.9394234774405497;0.1492383881439373
86;0.9429086464733335;0.014998413713639556;0.9445578591865406;0.06985340875230338
0;0.94258244193379;0.01946095296476579;0.9343849985223067;0.12137033818126247
1;0.9413621988727818;0.019665762449815945;0.9332007692571271;0.12600986932796476
2;0.9422770552898772;0.01899267592930689;0.9363802190412555;0.12221880681943476
3;0.9428991384841688;0.018569540943781934;0.9349015219169751;0.10372050068945739
4;0.9422862374003808;0.018800089271486405;0.9402661909136856;0.13107089239188977
5;0.9415982500392588;0.01942741862924105;0.9445401241904811;0.117230045952295
6;0.942047253325956;0.01861295087178748;0.9379639876516241;0.12045694284729268
7;0.9418692277304491;0.01920997717619017;0.9380088270756236;0.13718924710625097
0;0.9269276527903187;0.06554191239440262;0.5628209030419066;0.5147887075548632
1;0.9369498593124312;0.04623756369566498;0.9333573726185581;0.13229678542630977
2;0.9422124738070234;0.041501692706840725;0.8477666754471628;0.26254622166028674
3;0.942779694370289;0.037797884149804485;0.8908560903448808;0.42398324295094136
4;0.9408018601000608;0.032714150897484626;0.41518556025990266;0.6009635327285842
5;0.9431586337448964;0.03083331820709472;0.9447904887952303;0.039592110698944645
6;0.9445038991956854;0.029926131474762106;0.8856175740559896;0.4321715907569517
7;0.9438221610371192;0.026782690037285263;0.7899399472956072;0.2628417201666978
8;0.9462492861340394;0.02868610329869854;0.6695949487518846;0.29634571965914547
0;0.9426647933883283;0.020534639562662674;0.9347055000171327;0.12936088663378828
1;0.9413817515924349;0.02040852057799023;0.9333160132692572;0.12888488173484802
2;0.9424294323178392;0.01940016399591637;0.93682861328125;0.12932010346272013
3;0.9429357135715197;0.01883551970255285;0.9350610030324835;0.11511482945398281
4;0.9424257518059045;0.018911378205421582;0.9402077658134594;0.12860935305555662
5;0.9412228761605881;0.019574749236692435;0.9454286140308046;0.12315370150629365
6;0.9419940200882342;0.018709256070380535;0.9383688809578878;0.1243425172900683
7;0.9419624098581285;0.019195677406018852;0.9383718925609923;0.13742792183173852
8;0.9429607487204087;0.01931860308448349;0.9443774306983278;0.13297229642538647
9;0.9429510298685811;0.018402666396381866;0.9423166241562158;0.12620119910621852
0;0.10706883339426625;0.1293350018130325;0.13330238743832237;0.10042684603678553
0;0.9429993365877237;0.01917128277540057;0.9326378002501371;0.12469030954270509
1;0.9413679305033468;0.019446434848590863;0.9332000330874795;0.12821350793207162
2;0.9424579754546659;0.018645811388409466;0.9368379827131305;0.1260473860852551
